132.243389196,94.6753399444,54.3891054969
132.522042319,99.2880310384,54.3076797038
132.715184049,104.34864071,54.08021382
132.808150679,109.794144311,53.6867245507
133.32348518,115.102321926,53.3758126075
133.969053822,120.479298831,52.9990872434
134.50218575,126.056572349,52.5146657509
134.873654817,132.035579116,52.0245485839
135.076583949,138.582027185,51.3862492451
135.080245452,145.356934992,50.6368833579
134.872183292,152.303291802,49.8190625996
134.410692743,159.583078356,48.9061700947
133.611673977,167.505748983,47.7947233416
132.447547708,175.998886869,46.4557650874
131.104276531,184.653892283,44.9908245908
130.454054975,193.10651376,43.816655825
130.707736228,201.344603011,43.0713450326
131.573336776,209.157583979,42.6835554542
132.700593701,216.833430361,42.4820538478
133.528251597,224.547960677,42.1655113033
134.123450043,232.351373465,41.3897804193
134.572455949,240.158867628,40.3498543201
134.57123182,247.911281491,39.471823524
134.597283163,254.958841094,39.0176412127
135.452370916,261.379813326,39.2257150236
137.156592096,266.931919418,39.3620628348
139.779742653,271.399720164,39.743369357
142.026574772,275.487563236,40.0152130768
142.601692351,279.245391975,40.2807805936
142.714997272,282.118534949,40.382633476
142.761536888,284.110513818,40.280150774
142.750402603,285.370494081,40.2628879186
142.729817328,285.593301845,40.2616274289
142.715834759,285.607008692,40.2606337986
142.698059181,285.670935741,40.2619828447
142.677885389,285.736685137,40.2635603899
142.66982419,285.682233111,40.258873031
142.652861307,285.710320615,40.2583099318
142.621423941,285.82790924,40.2614665667
142.572338465,286.029815995,40.2687645128
142.493552337,286.361089717,40.2785536877
142.368967302,286.883862662,40.2973474793
142.198882224,287.565302971,40.3230259827
141.864816644,288.667447801,40.3513395853
141.396239441,290.123873963,40.1791793682
140.687538643,292.285133399,39.5574197511
139.744507026,294.839499221,39.0443739413
138.704799081,297.135367115,38.5064549871
137.716641259,299.291867598,36.9741041182
135.992623054,302.090450651,35.4052174754
132.949307263,304.400023461,33.6677628443
128.816037158,305.279058686,31.2744216553
124.201129818,304.29190078,28.9521019795
119.1693121,303.783112492,27.0432772793
114.108171117,301.979539119,25.6061185902
110.187724835,299.062879862,25.5223382137
107.545192039,295.630094283,25.2724464069
106.655343805,292.262391805,25.4902981678
106.942396159,289.07755413,25.4151266093
106.935769841,286.17719895,25.4368826497
106.832043386,283.44422356,25.3934256922
106.73378314,280.849065107,25.5467706085
106.653341448,278.344241068,25.5129176631
106.576264155,275.946625772,25.6618174033
106.507573342,273.261355185,25.8267507764
106.44267745,270.505360317,25.9679761431
106.378932628,267.875547973,26.148626191
106.321436733,265.468740217,26.3282295514
106.302159088,263.413134918,26.5074700896
106.513068801,261.657648445,26.6534517406
106.728220862,259.987973379,26.7529282437
107.080116004,258.691735634,26.8065929323
107.371970391,257.935563321,26.8648485517
107.498697665,257.545842088,26.9105534833
107.545413716,257.364277314,26.9339103073
107.531873592,257.422015594,26.9270760857
107.450510631,257.766059523,26.8843139929
107.319958202,258.311253004,26.8283396423
107.183664451,258.876494347,26.7937838878
106.992137244,259.653961542,26.753711343
106.745365362,260.639332335,26.7044632761
106.454252919,261.788064344,26.6442412492
106.138108811,263.033541509,26.5393354044
105.782181674,264.429535554,26.4187270733
105.405721508,265.881368552,26.3021507856
105.074548462,267.105028278,26.217303285
104.690139935,268.496593782,26.1226961609
104.335731314,269.740222837,26.038591056
104.086388263,270.561161523,25.9944767015
103.810591258,271.456788486,25.9510249845
103.500955588,272.447282751,25.9020330715
103.161528941,273.514311986,25.8376040987
102.802457718,274.625815576,25.7670545139
102.484192312,275.598320566,25.706132451
102.178055735,276.53677959,25.6464625473
101.883059642,277.436835548,25.5895018817
101.664114463,278.09617183,25.5479886517
101.58074801,278.337163712,25.5361747094
101.468599557,278.660911589,25.5206241811
101.31975,279.084988268,25.5003232304
101.135553709,279.603194939,25.4906164679
100.927394173,280.185559447,25.4829120954
100.688713309,280.843191206,25.4488847269
100.411335487,281.592822713,25.3947615446
100.103421822,282.412869788,25.3218530368
99.8070397637,283.245856583,25.1619623038
99.7166309114,283.918152765,24.7818828788
99.2852944309,284.944785236,24.5811025325
98.791089651,286.327294896,24.430321455
98.1281686025,287.76014327,24.2836906171
96.6789719048,288.274237731,24.0973180775
94.8914657497,288.470992516,23.6145393365
93.6255617262,288.942898232,22.0871734923
93.0451769372,289.271395786,20.82063352
92.0998337025,289.093399056,20.9441282487
90.4965607936,288.521474395,20.7862206129
88.6310811278,288.455715692,20.3742747935
87.3842250467,289.437368417,20.6481408188
86.6534016367,290.931797353,19.9438393041
86.6014531828,292.614555707,19.077698833
86.0773812647,292.880229119,18.0573413084
84.9951340971,292.808049177,17.390034026
83.201992163,292.225666337,17.150887286
80.7797717541,291.714603803,16.4982467778
77.9686613432,291.160452031,15.4649586871
75.7597257089,291.916156163,14.2786358599
73.7476817989,293.635021595,12.6488536141
71.0865804786,296.044457983,11.312117014
